source,url_annonce,type_bien,prix,date_insertion,gouvernorat,delegation,localite,code_postal,superficie,titre_foncier,vue_mer,etat,standing,nb_chambres,nb_salles_bain,dressing,balcon,parking,piscine,chauffage_central,jardin,etage,ascenseur,syndic,climatisation
menzili,https://www.menzili.tn/annonce/agreable-appartement-nabeul-kelibia-136061,Appartement,175000.0,2024-11-05,Nabeul,Kélibia,kelibia,8090.0,85.0,Non,Non,Non précisé,Non précisé,2.0,1.0,Non,Non,Oui,Non,Non,Non,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/a-vendre-un-appartement-s3-tres-haut-standing-a-choutrana-1-ariana-lasoukra-136037,Appartement,520000.0,2024-11-04,Ariana,La Soukra,La Soukra,2036.0,155.0,Non,Non,Non précisé,Haut standing,3.0,1.0,Non,Oui,Oui,Non,Oui,Non,2.0,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-a-vendre-s-2-ariana-65000-a-debabattre-ariana-arianaville-136012,Appartement,65000.0,2024-11-03,Ariana,Ariana Ville,Rue chedly meftah,2080.0,65.0,Non,Non,Rénové,Non précisé,2.0,1.0,Non,Oui,Oui,Non,Non,Non,3.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/s-3-a-vendre-ariana-borjlouzir-136005,Appartement,165000000.0,2024-11-02,Ariana,Borj Louzir,Cité lmansoura,2073.0,,Non,Non,Non précisé,Non précisé,3.0,1.0,Non,Non,Oui,Non,Non,Non,4.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/A-vendre-duplex-s-3-a-ennasr2-ariana-arianaville-136003,Appartement,,2024-11-02,Ariana,Ariana Ville,Ariana Ville,2080.0,147.0,Non,Non,Non précisé,Haut standing,3.0,1.0,Oui,Non,Oui,Non,Oui,Non,2.0,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/un-appartement-s3-de-127-m-a-nouvelle-medina-benarous-medinajedida-135999,Appartement,230000.0,2024-11-02,Ben Arous,Medina Jedida,Medina Jedida,2013.0,127.0,Non,Non,Non précisé,Non précisé,3.0,1.0,Non,Non,Oui,Non,Oui,Non,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-s-3-pied-dans-l-eau-a-vendre-a-nabeul-51355351-nabeul-nabeul-135998,Appartement,320000.0,2024-11-02,Nabeul,Nabeul,Nabeul,8000.0,108.0,Non,Oui,Non précisé,Haut standing,3.0,1.0,Non,Non,Oui,Oui,Oui,Oui,1.0,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/s-3-rez-de-chaussee-cite-olympique-rades-benarous-rades-135288,Appartement,185000.0,2024-10-16,Ben Arous,Radès,Village mediterranneen,2013.0,100.0,Non,Non,Non précisé,Non précisé,3.0,1.0,Non,Non,Oui,Non,Non,Non,,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/deux-appartements-s-3-et-s-2-a-vendre-situee-a-hammem-sousse-sousse-hammamsousse-135984,Appartement,650000.0,2024-11-02,Sousse,Hammam Sousse,Hammam Sousse,4011.0,410.0,Non,Non,Non précisé,Moyen standing,5.0,3.0,Non,Non,Oui,Non,Oui,Non,,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/ref-v244-appartement-nadine-nabeul-hammamet-135951,Appartement,265000.0,2024-11-01,Nabeul,Hammamet,Hammamet,8050.0,65.0,Non,Non,Non précisé,Moyen standing,1.0,1.0,Non,Non,Oui,Non,Oui,Non,,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-s-1-hammamet-nabeul-hammamet-135171,Appartement,195000.0,2024-10-10,Nabeul,Hammamet,Hammamet,8050.0,,Non,Non,Non précisé,Moyen standing,,,Non,Non,Oui,Non,Non,Non,0.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/a-vendre-un-appartement-de-80-m2-a-hammamet-nabeul-hammametnord-135918,Appartement,250000.0,2024-10-31,Nabeul,Hammamet Nord,Hammamet Nord,8050.0,,Non,Non,Non précisé,Non précisé,,,Non,Non,Oui,Non,Non,Non,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-s-2-haut-standing-menzah-9c-ariana-menzah-135909,Appartement,380000.0,2024-10-30,Ariana,Menzah,Menzah 9C,1004.0,117.0,Non,Non,Non précisé,Haut standing,2.0,2.0,Oui,Non,Oui,Non,Oui,Non,5.0,Oui,Oui,Oui
menzili,https://www.menzili.tn/annonce/a-vendre-un-appartement-s-3-a-ennasr-2-ariana-ennasr-135895,Appartement,550000.0,2024-10-30,Ariana,Ennasr,Ennasr,2037.0,120.0,Non,Non,Non précisé,Haut standing,3.0,2.0,Non,Non,Oui,Non,Oui,Oui,1.0,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/a-vendre-un-appartement-a-hammamet-nabeul-hammametcentre-135887,Appartement,300000.0,2024-10-30,Nabeul,Hammamet Centre,Hammamet Centre,8050.0,,Non,Non,Non précisé,Non précisé,,,Non,Non,Oui,Non,Non,Non,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/A-vendre-un-appartement-en-s2-direct-promoteur-nabeul-hammamet-135821,Appartement,290000.0,2024-10-29,Nabeul,Hammamet,Hammamet,8050.0,81.0,Non,Non,Non précisé,Non précisé,2.0,,Non,Non,Oui,Non,Non,Non,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/un-s-3-a-vendre-ariana-lasoukra-135805,Appartement,650000.0,2024-10-29,Ariana,Soukra,CHOTRANA 1,2036.0,182.0,Non,Non,Non précisé,Luxe,3.0,2.0,Oui,Non,Oui,Oui,Oui,Non,1.0,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/A-vendre-appartement-s4-a-la-marsa-tunis-lamarsa-135772,Appartement,630000.0,2024-10-28,Tunis,La Marsa,La Marsa,2070.0,178.0,Non,Non,Non précisé,Moyen standing,4.0,2.0,Oui,Oui,Oui,Non,Oui,Non,1.0,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/a-vendre-appartement-s-3-vue-mer-a-mrezga-hammamet-nord-nabeul-hammametnord-135764,Appartement,,2024-10-28,Nabeul,Hammamet Nord,Hammamet Nord,8050.0,140.0,Oui,Oui,Non précisé,Luxe,3.0,2.0,Oui,Non,Oui,Non,Oui,Non,6.0,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-s-1-a-vendre-dans-la-zone-touristique-de-nabeul-51355351-nabeul-nabeul-135683,Appartement,265000.0,2024-10-25,Nabeul,Nabeul,Nabeul,8000.0,50.0,Oui,Oui,Non précisé,Moyen standing,1.0,1.0,Non,Non,Oui,Non,Oui,Oui,1.0,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/super-appartement-de-tres-haut-standing-a-sousse-sousse-sahloul-135672,Appartement,,2024-10-25,Sousse,Sahloul,Sahloul,4054.0,230.0,Non,Non,Non précisé,Haut standing,3.0,2.0,Non,Oui,Oui,Non,Oui,Non,2.0,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/s-2-jamais-habite-en-vente-monastir-teboulba-135666,Appartement,130000.0,2024-10-25,Monastir,Téboulba,Téboulba,5000.0,70.0,Non,Non,Neuf,Non précisé,2.0,1.0,Non,Non,Oui,Non,Non,Oui,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-s-3-pied-dans-l-eau-a-vendre-a-nabeul-51355351-nabeul-nabeul-135664,Appartement,320000.0,2024-10-25,Nabeul,Nabeul,Nabeul,8000.0,108.0,Non,Oui,Non précisé,Haut standing,3.0,1.0,Non,Non,Oui,Oui,Oui,Oui,1.0,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/a-vendre-appartement-de-70-m-a-sahloul-4-sousse-sahloul-135657,Appartement,230000.0,2024-10-24,Sousse,Sahloul,Sahloul,4054.0,70.0,Non,Non,Non précisé,Moyen standing,1.0,1.0,Non,Non,Oui,Non,Non,Non,,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/a-vendre-appartement-de-161m-a-direct-promoteur-sousse-sahloul-135656,Appartement,500000.0,2024-10-24,Sousse,Sahloul,Sahloul,4054.0,136.0,Non,Non,Non précisé,Moyen standing,3.0,2.0,Non,Non,Oui,Non,Oui,Non,,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-tout-neuf-de-80-m-a-chot-mariem-sousse-akouda-135653,Appartement,395000.0,2024-10-24,Sousse,Akouda,Akouda,4022.0,80.0,Non,Non,Neuf,Moyen standing,2.0,1.0,Non,Non,Oui,Oui,Oui,Non,1.0,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/un-duplex-s-3-jardin-piscine-et-abri-voiture-nabeul-kelibia-135652,Appartement,450000.0,2024-10-24,Nabeul,Kélibia,Ezzahra-kelibia,2034.0,220.0,Titre Bleu,Oui,Non précisé,Haut standing,3.0,1.0,Oui,Non,Oui,Oui,Non,Oui,1.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/a-vendre-appartement-s-2-a-sahloul-4-sousse-sahloul-135647,Appartement,290000.0,2024-10-24,Sousse,Sahloul,Sahloul,4054.0,99.0,Non,Non,Neuf,Moyen standing,2.0,,Non,Non,Oui,Non,Non,Non,,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-s-3-vue-de-mer-a-vendre-a-nabeul-51355351-nabeul-nabeul-135645,Appartement,450000.0,2024-10-24,Nabeul,Nabeul,Nabeul,8000.0,125.0,Non,Oui,Non précisé,Haut standing,3.0,2.0,Non,Non,Oui,Non,Oui,Oui,3.0,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/bel-appartement-a-vendre-a-hammem-sousse-sousse-hammamsousse-135636,Appartement,350000.0,2024-10-24,Sousse,Hammam Sousse,Hammam Sousse,4011.0,109.0,Non,Non,Non précisé,Moyen standing,2.0,1.0,Oui,Oui,Oui,Non,Non,Non,5.0,Oui,Non,Non
menzili,https://www.menzili.tn/annonce/a-vendre-appartement-s2-a-hammam-sousse-sousse-hammamsousse-135606,Appartement,280000.0,2024-10-23,Sousse,Hammam Sousse,Hammam Sousse,4011.0,120.0,Non,Oui,Non précisé,Non précisé,2.0,1.0,Non,Non,Oui,Non,Non,Non,1.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/a-vendre-un-appartement-s-2-a-kelibia-ezzahra-nabeul-kelibia-135586,Appartement,165000.0,2024-10-22,Nabeul,Kélibia,kélibia,8000.0,90.0,Non,Non,Non précisé,Non précisé,2.0,,Non,Non,Oui,Non,Non,Non,,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-plein-centre-ville-bizerte-bizerte-bizertenord-135577,Appartement,120000.0,2024-10-22,Bizerte,Bizerte Nord,centre ville bizerte,7000.0,90.0,Non,Non,Bon état,Non précisé,2.0,1.0,Non,Non,Oui,Non,Non,Non,0.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-a-cite-ain-mariem-bizerte-bizerte-bizertenord-135576,Appartement,270000.0,2024-10-22,Bizerte,Bizerte Nord,ain mariem,7000.0,290.0,Non,Non,Non précisé,Non précisé,3.0,1.0,Non,Non,Oui,Non,Non,Non,1.0,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-haut-standing-a-borj-ghamez-bizerte-bizertenord-135575,Appartement,340000.0,2024-10-22,Bizerte,Bizerte Nord,borj ghamez,7000.0,128.0,Non,Non,Neuf,Haut standing,2.0,2.0,Non,Non,Oui,Non,Oui,Non,5.0,Oui,Oui,Oui
menzili,https://www.menzili.tn/annonce/appartement-s-2-a-vendre-residence-palm-lake-resort-folla-skanes-monastir-monastir-monastir-135569,Appartement,,2026-03-30,,,,,,Non,Non,Non précisé,Non précisé,,,Non,Non,Non,Non,Non,Non,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/un-appartement-s-2-a-vendre-situee-a-khzema-sousse-soussemedina-135542,Appartement,345000.0,2024-10-21,Sousse,Khzema Ouest,56 Rue Imem Moslem,4000.0,120.0,Non,Non,Non précisé,Haut standing,2.0,1.0,Non,Oui,Oui,Non,Oui,Non,,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/la-goulette-appart-s2-tunis-lagoulette-135533,Appartement,300000.0,2024-10-21,Tunis,La Goulette,La Goulette,2060.0,110.0,Non,Non,Non précisé,Non précisé,2.0,1.0,Non,Oui,Oui,Non,Oui,Non,1.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/un-appartement-s-2-a-vendre-situee-a-folla-chatt-mariem-sousse-soussejawhara-135528,Appartement,475000.0,2024-10-21,Sousse,Khzema Ouest,56 Rue Imem Moslem,4000.0,,Non,Non,Non précisé,Haut standing,3.0,3.0,Oui,Non,Oui,Oui,Oui,Oui,,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/un-penthouse-s-3-a-vendre-situee-a-khzema-zone-touristique-sousse-soussemedina-135527,Appartement,700000.0,2024-10-21,Sousse,Khzema Ouest,56 Rue Imem Moslem,4000.0,280.0,Non,Non,Non précisé,Moyen standing,3.0,1.0,Oui,Non,Oui,Non,Oui,Non,,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/un-appartement-s-2-a-vendre-situee-a-corniche-sousse-soussemedina-135524,Appartement,360000.0,2024-10-21,Sousse,Sousse Médina,Sousse Médina,1008.0,130.0,Non,Oui,Non précisé,Haut standing,2.0,1.0,Non,Non,Oui,Non,Oui,Non,7.0,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-de-58-m2-a-borj-louzir-ariana-borjlouzir-135497,Appartement,,2026-03-30,,,,,,Non,Non,Non précisé,Non précisé,,,Non,Non,Non,Non,Non,Non,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/A-vendre-des-appartements-independants-a-kelibia-nabeul-kelibia-135468,Appartement,120000.0,2024-10-19,Nabeul,Kélibia,قليبية وسط البلاد,8000.0,95.0,Non,Non,Non précisé,Non précisé,2.0,1.0,Non,Non,Oui,Non,Non,Non,1.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-de-77-m2-a-vendre-a-cite-olympique-tunis-citeelkhadra-135321,Appartement,200000.0,2024-10-16,Tunis,Cité El Khadra,Cité Olympique,1003.0,77.0,Non,Non,À rénover,Non précisé,3.0,1.0,Non,Oui,Oui,Non,Non,Non,2.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-a-vendre-tres-bonne-occasion-tunis-medina-135318,Appartement,,2024-10-16,Tunis,Médina,Nahej tranja Tunis centre,1008.0,75.0,Non,Non,Non précisé,Non précisé,3.0,1.0,Non,Non,Oui,Non,Non,Non,3.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/vente-coquet-appartement-s-3-a-boumhel-bassatine-benarous-boumhel-135316,Appartement,,2024-10-16,Ben Arous,Boumhel,Boumhel,2013.0,130.0,Non,Non,Non précisé,Haut standing,3.0,2.0,Non,Oui,Oui,Non,Oui,Non,2.0,Oui,Non,Non
menzili,https://www.menzili.tn/annonce/vente-appartement-s3-a-medina-jadida-3-benarous-medinajedida-133846,Appartement,200000.0,2024-08-27,Ben Arous,Medina Jedida,Medina Jedida,2013.0,103.0,Non,Non,Non précisé,Moyen standing,3.0,2.0,Oui,Oui,Oui,Non,Oui,Oui,0.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/vente-coquet-appartement-s3-rdc-a-medina-jadida-3-benarous-medinajedida-132873,Appartement,265000.0,2024-07-13,Ben Arous,Medina Jedida,Medina Jedida,2013.0,129.0,Non,Non,Non précisé,Haut standing,3.0,1.0,Non,Oui,Oui,Non,Oui,Non,0.0,Oui,Non,Non
menzili,https://www.menzili.tn/annonce/a-vendre-appartement-s-1-a-chott-mariem-sousse-hammamsousse-135281,Appartement,260000.0,2024-10-15,Sousse,Hammam Sousse,Hammam Sousse,4011.0,60.0,Non,Non,Non précisé,Haut standing,1.0,1.0,Non,Oui,Oui,Oui,Non,Non,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-s-2-a-bouhsina-sousse-sousse-soussejawhara-135279,Appartement,270000.0,2024-10-15,Sousse,Sousse Jawhara,Bouhsina,4000.0,103.0,Non,Non,Non précisé,Haut standing,2.0,2.0,Non,Non,Oui,Non,Oui,Non,,Oui,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-s-4-a-la-baie-des-anges-sousse-kantaoui-135278,Appartement,1350000.0,2024-10-15,Sousse,Kantaoui,Kantaoui,4089.0,300.0,Non,Non,Non précisé,Haut standing,4.0,2.0,Oui,Oui,Oui,Non,Oui,Non,,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/a-vendre-appartement-s-3-a-cite-riadh-5-sousse-sousseriadh-135277,Appartement,85000.0,2024-10-15,Sousse,Sousse Riadh,Sousse Riadh,4000.0,100.0,Non,Non,Non précisé,Non précisé,3.0,1.0,Non,Non,Oui,Non,Non,Non,,Oui,Non,Non
menzili,https://www.menzili.tn/annonce/un-appartement-de-84-m2-au-kantaoui-sousse-hammamsousse-135275,Appartement,370000.0,2024-10-15,Sousse,Hammam Sousse,Hammam Sousse,4011.0,84.0,Non,Non,Non précisé,Non précisé,1.0,,Non,Oui,Oui,Oui,Non,Oui,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/un-appartement-s2-dans-un-quartier-calme-au-kantaoui-sousse-hammamsousse-135274,Appartement,520000.0,2024-10-15,Sousse,Hammam Sousse,Hammam Sousse,4011.0,117.0,Non,Non,Non précisé,Non précisé,2.0,,Non,Oui,Oui,Oui,Non,Oui,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-de-46-m2-a-vendre-ariana-arianaville-135270,Appartement,165000.0,2024-10-14,Ariana,Ariana Ville,Ariana Ville,2080.0,46.0,Non,Non,Non précisé,Haut standing,1.0,,Oui,Oui,Oui,Non,Oui,Non,,Oui,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-s-3-renove-benarous-elmourouj-135269,Appartement,198000.0,2024-10-14,Ben Arous,El Mourouj,Residence Chebbi,2074.0,110.0,Non,Non,Rénové,Moyen standing,3.0,1.0,Oui,Oui,Oui,Non,Non,Non,1.0,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-de-83-m-a-hammam-chatt-benarous-hammamchott-135257,Appartement,220000.0,2024-10-14,Ben Arous,Hammam Chott,Hammam Chott,2052.0,83.0,Non,Non,Non précisé,Moyen standing,2.0,2.0,Oui,Non,Oui,Non,Oui,Non,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appart-s2-ennaser-2-ariana-arianaville-135229,Appartement,310000.0,2024-10-12,Ariana,Ariana Ville,Ariana Ville,2080.0,130.0,Non,Non,Non précisé,Haut standing,3.0,1.0,Non,Oui,Oui,Non,Oui,Non,3.0,Oui,Non,Non
menzili,https://www.menzili.tn/annonce/a-vendre-appartement-villa-rdc-s-3-avec-jardin-et-2-places-parking-ariana-borjlouzir-135228,Appartement,,2024-10-12,Ariana,Borj Louzir,Rue Abderrahmen Mami,2073.0,138.0,Non,Non,Non précisé,Non précisé,3.0,1.0,Non,Non,Oui,Non,Oui,Oui,0.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/des-appartements-haut-de-standing-avec-vue-sur-la-mer-nabeul-hammametsud-124495,Appartement,500000.0,2023-10-31,Nabeul,Tunisie,Hammamet 8050 Nabeul,1000.0,108.0,Non,Oui,Non précisé,Haut standing,3.0,6.0,Oui,Non,Oui,Oui,Oui,Oui,,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/A-vendre-appartement-s-1-lafayette-tunis-centrevillelafayette-135217,Appartement,150000.0,2024-10-11,Tunis,Centre Ville - Lafayette,Rue El atlas Lafayette,1000.0,50.0,Non,Non,Non précisé,Non précisé,1.0,1.0,Non,Non,Oui,Non,Non,Non,2.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-s2-a-khzema-sousse-sousse-soussejawhara-135205,Appartement,440000.0,2024-10-11,Sousse,Sousse Jawhara,Khezama Sousse,4000.0,138.0,Non,Non,Non précisé,Haut standing,2.0,2.0,Oui,Non,Oui,Non,Oui,Non,1.0,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-s3-a-khzema-sousse-sousse-soussejawhara-135200,Appartement,594000.0,2024-10-11,Sousse,Sousse Jawhara,Khezama Sousse,4000.0,1855.0,Non,Oui,Non précisé,Haut standing,3.0,2.0,Oui,Non,Oui,Non,Oui,Non,5.0,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/s-2-a-vendre-aux-jardins-de-carthage-tunis-jardindecarthage-135140,Appartement,430000.0,2024-10-09,Tunis,Jardin De Carthage,Jardin De Carthage,2016.0,115.0,Non,Non,Non précisé,Haut standing,2.0,2.0,Non,Oui,Oui,Non,Oui,Oui,4.0,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-haut-standing-s-2-benarous-borjcedria-129803,Appartement,170000.0,2024-03-08,Ben Arous,Borj Cedria,Borj Cedria,2013.0,107.0,Non,Oui,Non précisé,Haut standing,2.0,1.0,Non,Non,Oui,Non,Oui,Non,5.0,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/vente-appartement-au-bord-de-mer-jendouba-tabarka-135049,Appartement,295000.0,2024-10-06,Jendouba,Tabarka,Résidence Corallo,8110.0,70.0,Non,Oui,Non précisé,Haut standing,2.0,,Oui,Oui,Oui,Non,Non,Oui,2.0,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-de-2432-m2-a-gammarth-tunis-lamarsa-135042,Appartement,693000.0,2024-10-05,Tunis,La Marsa,La Marsa,2070.0,242.0,Non,Non,Neuf,Luxe,2.0,,Non,Non,Oui,Non,Non,Oui,0.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartements-a-vendre-sur-plan-a-gammarth-tunis-lamarsa-135039,Appartement,513000.0,2024-10-05,Tunis,La Marsa,La Marsa,2070.0,133.0,Non,Non,Neuf,Luxe,2.0,,Non,Non,Oui,Non,Non,Non,1.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/a-vendre-appartement-s4-a-cite-ennasr-2-ariana-arianaville-135038,Appartement,,2024-10-05,Ariana,Ariana Ville,Ariana Ville,2080.0,200.0,Non,Non,Non précisé,Non précisé,4.0,2.0,Oui,Non,Oui,Non,Non,Non,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/deux-appartements-bizerte-nord-bizerte-bizertenord-135036,Appartement,,2024-10-05,Bizerte,près Stade 15 Octobre,Cité Eriayadh,7000.0,150.0,Non,Non,Non précisé,Non précisé,4.0,1.0,Non,Non,Oui,Non,Non,Non,2.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartements-a-vendre-sur-plan-a-la-marsa-tunis-lamarsa-135032,Appartement,1146000.0,2024-10-05,Tunis,La Marsa,La Marsa,2070.0,191.0,Non,Non,Neuf,Luxe,2.0,,Non,Non,Oui,Non,Non,Oui,0.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/apparts-neufs-a-vendre-froprolos-tunis-sidihassine-134982,Appartement,196000.0,2024-10-04,Tunis,Sidi Hassine,CITE JARDINS SIDI HASSINE,1096.0,124.0,Non,Non,Neuf,Haut standing,4.0,1.0,Non,Non,Oui,Non,Oui,Oui,6.0,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/v494-appartement-rama-1-hammamet-nabeul-hammametnord-134935,Appartement,400000.0,2024-10-02,Nabeul,Hammamet Nord,HAMMAMET,8050.0,210.0,Non,Non,Neuf,Haut standing,2.0,1.0,Non,Non,Oui,Non,Oui,Oui,0.0,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/v495-appartement-rama-2-nord-nabeul-hammametnord-134934,Appartement,300000.0,2024-10-02,Nabeul,Hammamet Nord,HAMMAMET,8050.0,,Non,Oui,Neuf,Haut standing,3.0,1.0,Non,Non,Oui,Non,Oui,Non,1.0,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/un-appartement-s-3-a-louer-a-hammam-sousse-zone-114-sousse-hammamsousse-134929,Appartement,1100.0,2024-10-02,Sousse,Hammam Sousse,Hammam Sousse,4011.0,90.0,Non,Non,Non précisé,Non précisé,3.0,1.0,Non,Oui,Oui,Non,Oui,Non,1.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/a-vendre-un-appartement-s3-direct-promoteur-a-choutrana-2-ariana-lasoukra-134926,Appartement,,2024-10-02,Ariana,La Soukra,La Soukra,2036.0,156.0,Non,Non,Non précisé,Luxe,3.0,2.0,Oui,Oui,Oui,Non,Non,Non,1.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-de-65-m2-a-vendre-nabeul-hammamet-134888,Appartement,195000.0,2024-10-01,Nabeul,Hammamet,Nabeul,8050.0,65.0,Non,Non,Non précisé,Non précisé,1.0,1.0,Non,Non,Oui,Non,Non,Non,1.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/A-vendre-des-appartements-s1-s2-s3-direct-promoteur-situe-a-cite-erriadh-5-sousse-sousseriadh-134884,Appartement,,2024-10-01,Sousse,Sousse Riadh,Sousse Riadh,4000.0,1.0,Titre Bleu,Non,Non précisé,Non précisé,1.0,1.0,Oui,Non,Oui,Non,Non,Non,0.0,Oui,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-haut-standing-a-hammamet-centre-nabeul-hammamet-134883,Appartement,200000.0,2024-10-01,Nabeul,Hammamet,Hammamet,8050.0,,Non,Non,Non précisé,Haut standing,,,Non,Non,Oui,Non,Non,Non,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/s-2-meubl-quot-a-ain-zaghouen-nord-tunis-ainzaghouan-134860,Appartement,,2024-09-30,Tunis,Aïn Zaghouan,ain zaghouen nord,1100.0,,Non,Non,Non précisé,Non précisé,3.0,1.0,Oui,Oui,Oui,Non,Non,Non,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appart-s3-jardin-menzah-1-ariana-mnihla-134857,Appartement,270000.0,2024-09-30,Ariana,Mnihla,Mnihla,2094.0,145.0,Non,Non,Non précisé,Haut standing,3.0,1.0,Non,Oui,Oui,Non,Oui,Oui,1.0,Oui,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-a-vendre-a-chott-meriem-tantana-sousse-akouda-134856,Appartement,460000.0,2024-09-30,Sousse,Akouda,Akouda,4022.0,87.0,Non,Oui,Non précisé,Haut standing,2.0,1.0,Oui,Oui,Oui,Non,Oui,Non,,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-a-vendre-forsa-tunis-medina-134854,Appartement,40000.0,2024-09-30,Tunis,Médina,Nahej beb elkhadhra Tunis,1008.0,75.0,Non,Non,Non précisé,Non précisé,3.0,1.0,Non,Non,Oui,Non,Non,Non,3.0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-a-vendre-a-chott-meriem-sousse-akouda-134849,Appartement,400000.0,2024-09-30,Sousse,Akouda,Akouda,4022.0,120.0,Non,Oui,Non précisé,Haut standing,2.0,1.0,Non,Non,Oui,Non,Oui,Oui,,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/s-3-neuf-riadh-andalos-ariana-ariana-arianaville-134843,Appartement,,2024-09-30,Ariana,Ariana Ville,Ariana Ville,2080.0,,Non,Non,Neuf,Non précisé,3.0,1.0,Non,Non,Oui,Non,Oui,Non,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/a-vendre-un-appartement-s-3-a-el-menzah-8-ariana-menzah-134819,Appartement,350000.0,2024-09-28,Ariana,Menzah,Ennaser 2,1004.0,140.0,Oui,Non,Non précisé,Haut standing,3.0,1.0,Non,Oui,Oui,Non,Oui,Non,1.0,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/duplex-s3-a-vendre-a-gammarth-tunis-lamarsa-134691,Appartement,910000.0,2024-09-26,Tunis,La Marsa,La Marsa,2070.0,243.0,Non,Non,Non précisé,Non précisé,3.0,3.0,Oui,Non,Oui,Non,Non,Non,2.0,Non,Non,Non
