source,url_annonce,type_bien,prix,date_insertion,gouvernorat,delegation,localite,code_postal,superficie,titre_foncier,vue_mer,etat,standing,nb_chambres,nb_salles_bain,dressing,balcon,parking,piscine,chauffage_central,jardin,etage,ascenseur,syndic,climatisation
menzili,https://www.menzili.tn/annonce/des-appartements-a-vendre-a-jinen-el-mansoura-kelibia-nabeul-kelibia-147177,Appartement,,2025-09-23,Nabeul,Kélibia,Jinen el Mansoura kelibia,8090,100,Non,Non,Non précisé,Luxe,4,1,Oui,Non,Oui,Non,Non,Non,4,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-s-2-de-120-m-a-la-nouvelle-medina-benarous-medinajedida-147168,Appartement,240000,2025-09-22,Ben Arous,Medina Jedida,Appartement S+2 de 120 m² à La Nouvelle Medina,2013,120,Non,Non,Non précisé,Moyen standing,2,1,Non,Non,Oui,Non,Oui,Non,1,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-s-2-de-116-70-m-a-la-nouvelle-medina-benarous-medinajedida-147167,Appartement,280000,2025-09-22,Ben Arous,Medina Jedida,Appartement S+2 de 116.70 m² à la Nouvelle Medina,2013,116,Non,Non,Bon état,Non précisé,2,1,Non,Oui,Oui,Non,Non,Non,1,Oui,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-s-2-de-119-m-a-la-nouvelle-medina-benarous-medinajedida-147166,Appartement,225000,2025-09-22,Ben Arous,Medina Jedida,Appartement S+2 de 119 m² à la Nouvelle Medina,2013,119,Non,Non,Bon état,Haut standing,2,1,Non,Oui,Oui,Non,Oui,Non,2,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/des-appartements-s-2-avec-vue-sur-la-mer-et-la-foret-a-ezzahra-kelibia-nabeul-hammamghezeze-147142,Appartement,160000,2025-09-22,Nabeul,Hammam Ghezèze,Ezzahra Hamem leghzez kelibia,2034,100,Non,Oui,Non précisé,Moyen standing,2,1,Non,Non,Oui,Non,Non,Non,,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/coquet-studio-a-vendre-a-140-md-a-hammamet-51355351-nabeul-hammametcentre-147121,Appartement,140000,2025-09-21,Nabeul,Hammamet Centre,Hammamet Centre,8050,55,Non,Non,Non précisé,Non précisé,1,1,Non,Non,Oui,Non,Non,Non,1,Non,Non,Non
menzili,https://www.menzili.tn/annonce/s-1-ariana-lasoukra-147114,Appartement,,2025-09-20,Ariana,La Soukra,Chotrana 1 soukra,2036,80,Non,Non,Non précisé,Moyen standing,1,1,Non,Non,Oui,Non,Oui,Oui,1,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/2-appartements-s0-a-vendre-a-afh-mrezga-51355351-nabeul-mrezga-147093,Appartement,150000,2025-09-20,Nabeul,Mrezga,Mrezga,8058,30,Non,Non,Non précisé,Haut standing,1,1,Non,Non,Oui,Oui,Oui,Oui,0,Oui,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-s3-cite-hedi-nouira-ariana-ariana-arianaville-147055,Appartement,345000,2025-09-19,Ariana,Ariana Ville,Ariana Ville,2080,144,Non,Non,Non précisé,Moyen standing,3,1,Non,Oui,Oui,Non,Oui,Oui,2,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-s3-soukra-dar-fadhal-ariana-lasoukra-147053,Appartement,320000,2025-09-19,Ariana,La Soukra,La Soukra,2036,130,Non,Non,Non précisé,Moyen standing,3,1,Non,Non,Oui,Non,Oui,Non,0,Non,Non,Non
menzili,https://www.menzili.tn/annonce/duplex-s4-ariana-soghra-ariana-raoued-147051,Appartement,400000,2025-09-19,Ariana,Raoued,Raoued,2083,153,Oui,Non,Non précisé,Moyen standing,4,1,Non,Oui,Oui,Non,Oui,Oui,,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-s3-lac-1-tunis-lamarsa-147050,Appartement,450000,2025-09-19,Tunis,La Marsa,La Marsa,2070,130,Non,Non,Non précisé,Moyen standing,3,1,Non,Oui,Oui,Non,Oui,Non,2,Oui,Non,Non
menzili,https://www.menzili.tn/annonce/un-bel-appartement-monastir-monastir-147043,Appartement,,2025-09-19,Monastir,Monastir,Skanes,5000,150,Non,Non,Neuf,Non précisé,4,1,Oui,Oui,Oui,Non,Non,Non,2,Non,Non,Non
menzili,https://www.menzili.tn/annonce/appartement-s-3-a-yasmine-hammamet-a-vendre-51355351-nabeul-hammametsud-147036,Appartement,365000,2025-09-19,Nabeul,Hammamet Sud,Hammamet Sud,8050,120,Non,Oui,Non précisé,Haut standing,3,1,Non,Non,Oui,Oui,Oui,Oui,2,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/2-appartement-a-vendre-a-hamem-leghzez-kelibia-nabeul-hammamghezeze-147024,Appartement,,2025-09-18,Nabeul,Hammam Ghezèze,Ezzahra Hamem leghzez kelibia,2034,125,Non,Non,Non précisé,Moyen standing,2,1,Oui,Oui,Oui,Non,Non,Non,1,Non,Non,Oui
menzili,https://www.menzili.tn/annonce/appartement-s-3-a-50-m-de-la-plage-a-hammamet-a-vendre-51355351-nabeul-hammametcentre-147014,Appartement,630000,2025-09-18,Nabeul,Hammamet Centre,Hammamet Centre,8050,120,Non,Non,Non précisé,Moyen standing,3,1,Non,Non,Oui,Non,Oui,Oui,0,Non,Non,Oui
